filename,label,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_mean,chroma_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,zcr_mean,zcr_std,rms_mean,rms_std,tempo
blues.00000.wav,blues,-113.619384765625,50.703182220458984,121.55301666259766,17.196640014648438,-19.15105628967285,15.348609924316406,42.345767974853516,12.28150463104248,-6.3711676597595215,12.962430953979492,18.613033294677734,9.442964553833008,-13.692060470581055,8.222212791442871,15.339378356933594,8.310419082641602,-12.28361701965332,9.063801765441895,10.973775863647461,7.962441444396973,-8.322409629821777,7.86196756362915,8.806787490844727,7.161843299865723,-3.665802478790283,6.422743320465088,0.34995052218437195,0.2979130148887634,1784.416545970319,360.1941660724689,3806.4186497738488,949.3838319123846,0.08306639113293343,0.02768996741355138,0.13019199669361115,0.053201235830783844,123.046875
blues.00001.wav,blues,-207.58151245117188,88.15198516845703,123.99714660644531,23.667762756347656,8.939114570617676,23.931154251098633,35.870758056640625,16.274375915527344,2.9199705123901367,16.734619140625,21.518787384033203,12.508814811706543,-8.555367469787598,14.176376342773438,23.355937957763672,11.931994438171387,-10.10103702545166,12.89310359954834,11.906444549560547,10.215604782104492,-5.558122634887695,10.25786018371582,5.375941753387451,9.813216209411621,-2.237832546234131,8.056107521057129,0.3409450948238373,0.308168888092041,1529.8713140945188,613.1978884116917,3548.9868730952494,1725.3383493061522,0.056044256724071206,0.03805920843998772,0.09589168429374695,0.048724040389060974,67.99958881578948
blues.00002.wav,blues,-90.7763442993164,57.61764907836914,140.4486083984375,22.56351089477539,-29.10055923461914,20.297462463378906,31.687339782714844,12.00615119934082,-13.975971221923828,12.490620613098145,25.74168586730957,8.629561424255371,-13.644712448120117,10.328758239746094,11.623111724853516,10.326069831848145,-11.775919914245605,8.104654312133789,9.70046615600586,8.236836433410645,-13.115348815917969,7.592525005340576,5.785762786865234,8.037508964538574,-8.89973258972168,7.776660919189453,0.36356186866760254,0.2920226752758026,1552.6377863181906,395.6492065008607,3041.0899442784926,884.8426541198174,0.07630074799245357,0.031737819011002394,0.17549368739128113,0.05246517434716225,161.4990234375
blues.00003.wav,blues,-199.46200561523438,74.13482666015625,150.09474182128906,21.367420196533203,5.649167060852051,16.032691955566406,26.87014389038086,12.577670097351074,1.755440592765808,16.36771583557129,14.2368803024292,11.264205932617188,-4.8288726806640625,12.492485046386719,9.29784870147705,9.00948715209961,-0.7531418800354004,9.61051082611084,8.147393226623535,8.439374923706055,-3.1952357292175293,10.50359058380127,6.085353374481201,6.941435813903809,-2.4761881828308105,7.537466049194336,0.4048483371734619,0.3066234886646271,1070.1100585189854,429.54237913885123,2185.0617872303114,1222.3723095329324,0.03330894446594427,0.02056877198727728,0.1411392092704773,0.07962321490049362,63.02400914634146
blues.00004.wav,blues,-160.29185485839844,72.09815979003906,126.19576263427734,29.218793869018555,-35.602500915527344,18.267778396606445,22.151168823242188,13.916655540466309,-32.487640380859375,18.34260368347168,10.86202335357666,11.610199928283691,-23.357162475585938,9.659235000610352,0.5005232691764832,11.169668197631836,-11.804771423339844,11.401260375976562,1.2038776874542236,9.989755630493164,-13.085074424743652,8.961198806762695,-2.8098487854003906,9.300108909606934,-6.9356207847595215,9.466440200805664,0.3085981607437134,0.29639574885368347,1835.5070084014953,585.947298852198,3581.003346162684,1253.8472082559008,0.1015001421004257,0.044198516021300496,0.09154040366411209,0.048010990023612976,135.99917763157896
blues.00005.wav,blues,-177.88876342773438,85.46055603027344,118.18952941894531,56.54740905761719,-17.55072784423828,25.576311111450195,30.753101348876953,22.045116424560547,-21.732105255126953,20.820207595825195,11.898545265197754,16.31228256225586,-20.732280731201172,13.032559394836426,3.17616868019104,11.562215805053711,-8.575770378112793,13.127508163452148,-0.9401844143867493,10.00648021697998,-11.773798942565918,8.751916885375977,-2.4260759353637695,8.86025333404541,-9.342486381530762,8.951683044433594,0.30241402983665466,0.29590877890586853,1831.9900685948742,1015.5272536119522,3480.8539517523704,1810.097358189528,0.09403986975135449,0.07897575479333778,0.10343772172927856,0.06311682611703873,69.83741554054055
blues.00006.wav,blues,-190.17501831054688,98.21621704101562,130.29241943359375,43.98217010498047,-36.348472595214844,36.16135787963867,33.029090881347656,21.91622543334961,11.085680961608887,32.917903900146484,-0.5963724851608276,16.73988151550293,-20.882356643676758,12.316180229187012,0.27711614966392517,10.14377498626709,-6.500870704650879,11.451950073242188,-5.515623092651367,12.389086723327637,-7.8452887535095215,9.358327865600586,-3.123599052429199,8.014026641845703,-6.595715045928955,8.897414207458496,0.29140564799308777,0.30659860372543335,1459.0353761872718,661.9048512246571,2795.67476160386,1273.8488337810736,0.07302790308146284,0.0436989109483751,0.14168789982795715,0.09371677786111832,71.77734375
blues.00007.wav,blues,-179.42007446289062,81.08917236328125,136.4420928955078,38.47041320800781,-26.644338607788086,24.310026168823242,39.979591369628906,18.79252815246582,5.301814556121826,25.50387191772461,10.921236991882324,11.677462577819824,-20.555347442626953,12.794587135314941,8.507476806640625,12.30766773223877,-11.35435962677002,13.115826606750488,-3.4690980911254883,13.357224464416504,-8.414113998413086,12.151824951171875,-6.956976890563965,9.153006553649902,-3.5483484268188477,9.660816192626953,0.3073144555091858,0.30471155047416687,1451.8494584581754,670.7739279240656,2955.7654602239745,1276.9357186257082,0.06143500266060371,0.043011742599829005,0.13174523413181305,0.0743989422917366,92.28515625
blues.00008.wav,blues,-121.38711547851562,51.201961517333984,122.5053939819336,20.364900588989258,-14.739394187927246,18.476787567138672,46.135292053222656,13.921792984008789,-8.160384178161621,13.29372787475586,20.170509338378906,10.343644142150879,-19.169321060180664,7.594192028045654,23.050188064575195,8.770052909851074,-11.825940132141113,6.517716407775879,21.173410415649414,7.644031047821045,-6.720290660858154,6.997152328491211,7.005018711090088,7.499757289886475,-12.739909172058105,7.867430210113525,0.40899816155433655,0.2941422462463379,1719.2739373344168,404.2148603391187,3781.5188003398316,1123.830736936971,0.06402757957623839,0.02705344827055859,0.1423606276512146,0.03876723721623421,83.35433467741936
blues.00009.wav,blues,-213.20452880859375,78.3143081665039,115.154541015625,28.262222290039062,-11.720503807067871,25.86415672302246,39.032554626464844,18.730318069458008,-20.357818603515625,23.0716552734375,13.089925765991211,16.684894561767578,-9.180814743041992,11.249238967895508,9.023638725280762,8.243319511413574,-14.101022720336914,10.496001243591309,4.283337116241455,9.617186546325684,-6.044196128845215,9.212237358093262,3.786367893218994,10.222245216369629,0.2236873358488083,8.740899085998535,0.2740142345428467,0.3038528561592102,1817.5295464146707,546.1286759179139,3944.584480970637,1169.2472363386128,0.0792153184258901,0.03710199195397739,0.08132097870111465,0.065934918820858,80.74951171875
